"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy","ClaimSize"
"Apr","4","Thursday","Honda","Urban","Friday","Apr","4","Male","Single","18","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","132","14","400","3","more than 30","more than 30","none","3 years","21 to 25","No","No","External","more than 5","no change","1 vehicle","1994","Collision","8606.0425378701"
"Oct","3","Thursday","Pontiac","Urban","Thursday","Oct","4","Male","Married","60","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","133","6","400","4","more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle","1994","Collision","9195.6689726381"
"Mar","2","Monday","Toyota","Urban","Tuesday","Mar","4","Male","Married","41","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","137","9","400","4","more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle","1994","Collision","4191.3169424906"
"Feb","4","Monday","Toyota","Urban","Wednesday","Mar","1","Male","Married","29","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","138","9","400","4","more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1994","All Perils","6061.0698196101"
"Dec","4","Wednesday","Mercury","Urban","Thursday","Jan","1","Male","Married","42","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","139","2","400","2","more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","All Perils","13980.7120146"
"Jun","4","Monday","Pontiac","Urban","Tuesday","Jul","1","Male","Married","32","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","142","3","400","4","more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle","1994","All Perils","1916.4358744416"
"Feb","5","Monday","Chevrolet","Urban","Friday","Mar","1","Male","Married","52","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","143","10","400","4","more than 30","more than 30","none","more than 7","41 to 50","No","No","Internal","3 to 5","no change","5 to 8","1994","Liability","6387.3325283918"
"Feb","3","Thursday","Toyota","Urban","Friday","Feb","3","Male","Married","61","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","144","8","400","2","more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","none","no change","1 vehicle","1994","Collision","2670.7116109871"
"Nov","1","Thursday","Mazda","Urban","Friday","Nov","1","Male","Married","41","Policy Holder","Sedan - All Perils","Sedan","30000 to 39000","0","146","6","400","1","more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","All Perils","5109.1071968029"
"Dec","1","Monday","Toyota","Rural","Tuesday","May","3","Male","Married","39","Policy Holder","Sedan - All Perils","Sedan","30000 to 39000","1","148","1","400","3","more than 30","more than 30","none","more than 7","36 to 40","No","No","External","more than 5","under 6 months","2 vehicles","1994","All Perils","9595.9539376596"
"Jan","2","Monday","Pontiac","Urban","Friday","Jan","2","Female","Married","31","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","151","8","400","1","more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1994","Collision","5160.0846919002"
"Jan","2","Tuesday","Pontiac","Urban","Tuesday","Jan","2","Male","Single","23","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","152","8","400","4","more than 30","more than 30","more than 4","5 years","26 to 30","No","No","External","3 to 5","no change","1 vehicle","1994","Liability","12084.199377234"
"Jan","2","Tuesday","Pontiac","Urban","Friday","Jan","2","Male","Single","31","Third Party","Sedan - Liability","Sport","30000 to 39000","0","153","10","400","3","more than 30","more than 30","1","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1994","Liability","26381.036458407"
"Sep","4","Tuesday","Honda","Urban","Monday","Oct","1","Male","Married","50","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","154","2","500","3","more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","more than 5","2 to 3 years","1 vehicle","1994","All Perils","4633.0768866359"
"Jan","5","Saturday","Honda","Urban","Monday","Jan","5","Female","Single","33","Third Party","Sedan - Liability","Sport","20000 to 29000","0","155","8","400","3","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1994","Liability","5367.8780106382"
"Jan","5","Sunday","Accura","Urban","Tuesday","Feb","1","Male","Married","30","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","156","6","400","2","more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle","1994","Liability","69032.497519108"
"Jan","5","Monday","Mazda","Urban","Thursday","Feb","1","Male","Married","44","Policy Holder","Sedan - Collision","Sedan","40000 to 59000","0","157","13","400","1","more than 30","more than 30","more than 4","more than 7","36 to 40","No","No","External","none","no change","1 vehicle","1994","Collision","80176.998952252"
"Jan","4","Wednesday","Chevrolet","Urban","Tuesday","Feb","4","Male","Married","46","Policy Holder","Sedan - All Perils","Sedan","more than 69000","0","158","13","400","2","more than 30","more than 30","1","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle","1994","All Perils","51208.187440615"
"Jan","5","Saturday","Honda","Urban","Wednesday","Feb","1","Male","Single","31","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","159","11","400","4","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle","1994","Liability","7730.2959140447"
"Jan","5","Friday","Honda","Urban","Friday","Jan","5","Male","Married","48","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","160","5","400","3","more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle","1994","Liability","8696.4838695164"
"Dec","2","Friday","Chevrolet","Urban","Friday","Jan","2","Male","Married","33","Policy Holder","Sedan - All Perils","Sedan","more than 69000","1","161","12","400","3","more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1994","All Perils","51335.829059657"
"Jan","4","Tuesday","Honda","Urban","Wednesday","Jan","4","Male","Single","0","Policy Holder","Sedan - Liability","Sport","more than 69000","0","162","3","400","1","more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle","1994","Liability","51707.840215528"
"Jan","4","Friday","Chevrolet","Urban","Wednesday","Jan","4","Female","Single","37","Third Party","Sedan - Liability","Sport","more than 69000","0","163","5","400","3","more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle","1994","Liability","64586.618621288"
"Jan","4","Friday","Toyota","Urban","Thursday","Jan","4","Male","Married","43","Third Party","Sedan - All Perils","Sedan","less than 20000","0","164","3","400","3","more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","All Perils","3241.7022561044"
"Jan","2","Wednesday","Toyota","Urban","Monday","Jan","4","Female","Married","32","Third Party","Sedan - Collision","Sedan","30000 to 39000","0","165","14","400","1","more than 30","more than 30","more than 4","4 years","31 to 35","No","No","External","1 to 2","no change","3 to 4","1994","Collision","50943.275509732"
"Jan","2","Thursday","Toyota","Urban","Thursday","Jan","2","Male","Married","57","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","166","4","400","1","more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle","1994","Liability","7438.4040897471"
"Oct","2","Saturday","Toyota","Urban","Monday","Oct","2","Female","Single","27","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","168","12","400","4","more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1994","Collision","1203.3616589877"
"May","4","Friday","Nisson","Rural","Wednesday","Jul","2","Male","Married","42","Policy Holder","Utility - All Perils","Utility","more than 69000","0","169","6","400","4","more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","4 to 8 years","2 vehicles","1994","All Perils","82440.208367095"
"May","3","Thursday","Honda","Urban","Monday","May","4","Male","Married","57","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","170","7","400","1","more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle","1994","Liability","1349.5320681252"
"Mar","4","Friday","Pontiac","Urban","Wednesday","Mar","5","Male","Single","32","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","171","2","400","3","more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1994","All Perils","4941.6752843636"
"Feb","2","Monday","VW","Urban","Tuesday","Feb","4","Male","Married","36","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","173","2","400","4","more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","Collision","1680.0581364541"
"Feb","1","Monday","Honda","Urban","Tuesday","Feb","2","Female","Single","32","Policy Holder","Sedan - All Perils","Sedan","less than 20000","0","175","14","400","1","more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1994","All Perils","2788.4146197906"
"Feb","1","Sunday","Chevrolet","Urban","Thursday","Feb","2","Male","Single","33","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","176","1","400","2","more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1994","All Perils","0"
"Feb","2","Tuesday","Saab","Urban","Wednesday","Feb","2","Male","Married","37","Policy Holder","Sedan - All Perils","Sedan","30000 to 39000","0","177","1","400","2","more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle","1994","All Perils","52942.992707335"
"Jan","5","Tuesday","Honda","Urban","Wednesday","Feb","1","Female","Single","26","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","178","16","400","3","more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1994","Liability","13290.646490275"
"Jan","3","Sunday","Chevrolet","Urban","Wednesday","Jan","3","Male","Married","53","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","179","5","400","1","more than 30","more than 30","1","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle","1994","All Perils","3069.5552276747"
"Jan","3","Saturday","Mercury","Rural","Tuesday","Jan","3","Male","Married","53","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","180","12","400","3","more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle","1994","All Perils","2458.7179404536"
"Jan","3","Monday","Ford","Urban","Tuesday","Jan","3","Male","Married","74","Policy Holder","Sedan - All Perils","Sedan","less than 20000","0","181","8","400","4","more than 30","more than 30","2 to 4","more than 7","over 65","No","No","External","1 to 2","no change","1 vehicle","1994","All Perils","7897.5327745903"
"Jun","3","Tuesday","Pontiac","Urban","Thursday","Jul","4","Male","Married","50","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","182","3","400","2","more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle","1994","Collision","8461.4940475326"
"Jun","2","Thursday","Mazda","Urban","Friday","Jun","2","Male","Single","27","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","183","3","400","4","more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","1 year","1 vehicle","1994","All Perils","3601.5043818004"
"Dec","2","Sunday","Toyota","Urban","Tuesday","Feb","1","Male","Married","48","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","184","7","400","1","more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle","1994","All Perils","39437.212431678"
"Jan","1","Sunday","Chevrolet","Urban","Tuesday","Jan","1","Female","Single","55","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","185","2","400","2","more than 30","more than 30","none","7 years","41 to 50","No","No","External","3 to 5","no change","1 vehicle","1994","All Perils","8960.6575925468"
"Jan","1","Sunday","Pontiac","Urban","Wednesday","Jan","1","Male","Married","48","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","186","10","400","4","more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle","1994","All Perils","1516.5705975731"
"Jan","1","Monday","Honda","Urban","Wednesday","Jan","2","Male","Single","0","Third Party","Sedan - Liability","Sport","more than 69000","0","187","8","400","4","more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle","1994","Liability","73450.639844798"
